iata; name; city; state; country; latitude; longitude; x; y; priority
C35; Reedsburg Municipal; Reedsburg; WI; USA; 43.525898; -89.98322; 0.64596164; 0.6802846; 2
C47; Portage Municipal; Portage; WI; USA; 43.560093; -89.48309; 0.65339863; 0.68231857; 2
C52; Burlington Municipal; Burlington; WI; USA; 42.690563; -88.30464; 0.67248714; 0.65401477; 2
C56; Sanger; Chicago/Monee; IL; USA; 41.377563; -87.68137; 0.68431956; 0.6092056; 2
C62; Kendallville Municipal; Kendallville; IN; USA; 41.472717; -85.26081; 0.72135985; 0.6188638; 2
C65; Plymouth Municipal; Plymouth; IN; USA; 41.365135; -86.30051; 0.7056166; 0.6121781; 2
C66; Monmouth Municipal; Monmouth; IL; USA; 40.929703; -90.6311; 0.63932747; 0.5878757; 2
C71; Crosby Municipal; Crosby; MS; USA; 31.296005; -91.05288; 0.6432722; 0.2474218; 2
C73; Dixon Muni-Charles R Walgreen; Dixon; IL; USA; 41.8337; -89.44621; 0.65643746; 0.6216732; 2
C75; Marshall County; Lacon; IL; USA; 41.019287; -89.38642; 0.65854055; 0.59309125; 2
C77; Poplar Grove; Poplar Grove; IL; USA; 42.322685; -88.83652; 0.6650151; 0.64001656; 2
C80; New Coalinga Municipal; Coalinga; CA; USA; 36.16314; -120.293816; 0.15628481; 0.50184643; 2
C81; Campbell; Chicago/Round Lake Park; IL; USA; 42.32461; -88.07409; 0.6766136; 0.64164007; 2
C83; Byron; Byron; CA; USA; 37.828453; -121.625824; 0.14420912; 0.5683207; 2
C91; Dowagiac Municipal; Dowagiac; MI; USA; 41.992935; -86.12801; 0.7069089; 0.6346836; 2
CAD; Wexford County; Cadillac; MI; USA; 44.275314; -85.41893; 0.7124238; 0.7165444; 2
CAE; Columbia Metropolitan; Columbia; SC; USA; 33.93884; -81.11954; 0.8094043; 0.37024772; 2
CAG; Craig-Moffat; Craig; CO; USA; 40.49522; -107.521645; 0.3756899; 0.58696496; 2
CAK; Akron-Canton Regional; Akron; OH; USA; 40.916313; -81.44247; 0.7816151; 0.61263764; 2
CAO; Clayton Municipal Airpark; Clayton; NM; USA; 36.445858; -103.154655; 0.43738508; 0.4328208; 2
CAR; Caribou Municipal; Caribou; ME; USA; 46.8715; -68.017914; 0.9492844; 0.89112896; 2
CAV; Clarion Municipal; Clarion; IA; USA; 42.741943; -93.75891; 0.58976793; 0.6485317; 2
CBE; Cumberland Regional; Cumberland; MD; USA; 39.615417; -78.760864; 0.82771754; 0.57912695; 2
CBF; Council Bluffs Municipal; Council Bluffs; IA; USA; 41.25947; -95.75997; 0.5594877; 0.59555316; 2
CBG; Cambridge Municipal; Cambridge; MN; USA; 45.558548; -93.26464; 0.59557486; 0.74782324; 2
CBK; Shaltz; Colby; KS; USA; 39.427532; -101.04657; 0.47554716; 0.53438157; 2
CCB; Cable; Upland; CA; USA; 34.11154; -117.68759; 0.18861966; 0.41372806; 2
CCO; Newnan-Coweta County; Newnan; GA; USA; 33.312084; -84.77028; 0.74906147; 0.3338638; 2
CCR; Buchanan; Concord; CA; USA; 37.989655; -122.0569; 0.13837476; 0.5769839; 2
CCY; Charles City Municipal; Charles City; IA; USA; 43.07261; -92.61078; 0.6069342; 0.66104615; 2
CDB; Cold Bay; Cold Bay; AK; USA; 55.2056; -162.72426; 0.15201661; 0.06493056; 2
CDC; Cedar City Muni; Cedar City; UT; USA; 37.70097; -113.09857; 0.27882183; 0.5118171; 2
CDH; Harrell; Camden; AR; USA; 33.6228; -92.7634; 0.61137587; 0.32714957; 2
CDI; Cambridge Municipal; Cambridge; OH; USA; 39.975044; -81.5776; 0.78251815; 0.5792111; 2
CDK; George T Lewis; Cedar Key; FL; USA; 29.137745; -83.04984; 0.7903274; 0.19483042; 2
CDN; Woodward; Camden; SC; USA; 34.283585; -80.56486; 0.8176096; 0.38480073; 2
CDR; Chadron Municipal; Chadron; NE; USA; 42.837555; -103.09541; 0.44835904; 0.6579876; 2
CDV; Merle K (Mudhole) Smith; Cordova; AK; USA; 60.491833; -145.47765; 0.21845344; 0.12920862; 2
CDW; Essex Cty Arpt; Caldwell; NJ; USA; 40.87522; -74.28136; 0.89129347; 0.64687985; 2
CEC; Jack McNamara; Crescent City; CA; USA; 41.78016; -124.236534; 0.12772286; 0.72191405; 2
CEF; Westover AFB; Chicopee; MA; USA; 42.198265; -72.534256; 0.9109822; 0.7029838; 2
CEK; Crete Municipal; Crete; NE; USA; 40.617916; -96.92489; 0.54130167; 0.57299733; 2
CEM; Central; Central; AK; USA; 65.57381; -144.7833; 0.2157844; 0.19162315; 2
CEU; Oconee County Regional; Clemson; SC; USA; 34.672054; -82.886444; 0.77737933; 0.38841397; 2
CEV; Mettel; Connersville; IN; USA; 39.698032; -85.13125; 0.72759426; 0.5569376; 2
CEW; Bob Sikes; Crestview; FL; USA; 30.778833; -86.52211; 0.724284; 0.23958105; 2
CEY; Kyle-Oakley; Murray; KY; USA; 36.664585; -88.37278; 0.6815847; 0.44155753; 2
CEZ; Cortez Muni; Cortez; CO; USA; 37.302998; -108.62807; 0.3496212; 0.47874808; 2
CFD; Coulter; Bryan; TX; USA; 30.715694; -96.33136; 0.5498615; 0.2232042; 2
CFJ; Crawfordsville Municipal; Crawfordsville; IN; USA; 39.975628; -86.91986; 0.6988567; 0.5617048; 2
CFK; Chefornak; Chefornak; AK; USA; 60.149227; -164.28563; 0.15116495; 0.12653893; 2
CFT; Greenlee County; Clifton-Morenci; AZ; USA; 32.952843; -109.21034; 0.32754356; 0.32870328; 2
CFV; Coffeyville Municipal; Coffeyville; KS; USA; 37.094048; -95.57189; 0.56279635; 0.44826174; 2
CGA; Craig SPB; Craig; AK; USA; 55.478832; -133.1478; 0.27262318; 0.08682984; 2
CGC; Crystal River; Crystal River; FL; USA; 28.867277; -82.571304; 0.799729; 0.18748641; 2
CGE; Cambridge-Dorchester; Cambridge; MD; USA; 38.539307; -76.03036; 0.8749098; 0.5560982; 2
CGF; Cuyahoga County; Cleveland; OH; USA; 41.565125; -81.48635; 0.7788718; 0.63511133; 2
CGI; Cape Girardeau Municipal; Cape Girardeau; MO; USA; 37.225315; -89.570755; 0.66106075; 0.45888495; 2
CGS; College Park; College Park; MD; USA; 38.980583; -76.9223; 0.8590054; 0.56645846; 2
CGX; Chicago Meigs; Chicago; IL; USA; 41.858845; -87.60791; 0.6845631; 0.626299; 2
CGZ; Casa Grande Municipal; Casa Grande; AZ; USA; 32.954887; -111.76683; 0.28375697; 0.34011668; 2
CHA; Lovell; Chattanooga; TN; USA; 35.035267; -85.20379; 0.73754144; 0.39285624; 2
CHD; Chandler Municipal; Chandler; AZ; USA; 33.269085; -111.81114; 0.28408802; 0.35125756; 2
CHK; Chickasha Municipal; Chickasha; OK; USA; 35.096146; -97.96619; 0.5226206; 0.37816274; 2
CHO; Charlottesville-Albermarle; Charlottesville; VA; USA; 38.138638; -78.45286; 0.8382104; 0.52927136; 2
CHP; Circle Hot Springs; Circle Hot Springs; AK; USA; 65.48547; -144.61078; 0.21638927; 0.19067413; 2
CHS; Charleston AFB/International; Charleston; SC; USA; 32.898647; -80.040504; 0.8312672; 0.33909684; 2
CHT; Chillicothe Municipal; Chillicothe; MO; USA; 39.782154; -93.49568; 0.5953942; 0.5442122; 2
CHU; Houston County; Caledonia; MN; USA; 43.59636; -91.503944; 0.62311566; 0.68063605; 2
CIC; Chico Municipal; Chico; CA; USA; 39.795383; -121.85842; 0.15165743; 0.6370482; 2
CID; Eastern Iowa; Cedar Rapids; IA; USA; 41.88459; -91.71087; 0.62163275; 0.62012166; 2
CII; Choteau; Choteau; MT; USA; 47.82528; -112.166214; 0.32954782; 0.85849667; 2
CIK; Chalkyitsik; Chalkyitsik; AK; USA; 66.64969; -143.73595; 0.21770263; 0.20540595; 2
CIN; Arthur N Neu; Carroll; IA; USA; 42.046196; -94.789; 0.5743267; 0.6235181; 2
CIR; Cairo; Cairo; IL; USA; 37.064472; -89.21961; 0.66704255; 0.4538827; 2
CIU; Chippewa County International; Sault Ste. Marie; MI; USA; 46.25075; -84.47238; 0.7214012; 0.7880364; 2
CJR; Culpeper Regional; Culpeper; VA; USA; 38.526707; -77.85886; 0.8461121; 0.5457777; 2
CJX; Crooked Creek; Crooked Creek; AK; USA; 61.869022; -158.13712; 0.1739861; 0.14361602; 2
CKB; Benedum; Clarksburg; WV; USA; 39.29664; -80.22808; 0.8058996; 0.5612279; 2
CKC; Grand Marais/Cook County; Grand Marais; MN; USA; 47.838306; -90.38314; 0.6346846; 0.8303704; 2
CKF; Crisp County - Cordele; Cordele; GA; USA; 31.988832; -83.77392; 0.7696693; 0.2911836; 2
CKI; Williamsburg County; Kingstree; SC; USA; 33.717224; -79.85697; 0.8315099; 0.3684569; 2
CKM; Fletcher; Clarksdale; MS; USA; 34.29971; -90.512314; 0.64919966; 0.3539971; 2
CKN; Crookston Muni Kirkwood; Crookston; MN; USA; 47.841694; -96.62162; 0.5470291; 0.8266041; 2
CKP; Cherokee Municipal; Cherokee; IA; USA; 42.731472; -95.55614; 0.56250304; 0.6475133; 2
CKU; Cordova Muni; Cordova; AK; USA; 60.543903; -145.7267; 0.21752432; 0.1296556; 2
CKV; Outlaw; Clarksville; TN; USA; 36.62188; -87.414955; 0.69742507; 0.44232458; 2
CKX; Chicken; Chicken; AK; USA; 64.071335; -141.95229; 0.22617267; 0.17578673; 2
CLE; Cleveland-Hopkins Intl; Cleveland; OH; USA; 41.410892; -81.849396; 0.7738121; 0.62830687; 1
CLI; Clintonville Municipal; Clintonville; WI; USA; 44.61381; -88.73127; 0.662962; 0.72063404; 2
CLK; Clinton Municipal; Clinton; OK; USA; 35.538326; -98.93269; 0.50661707; 0.3944925; 2
CLL; Easterwood; College Station; TX; USA; 30.588589; -96.36382; 0.5492728; 0.21874368; 2
CLM; William R Fairchild Intl; Port Angeles; WA; USA; 48.120193; -123.499695; 0.1761998; 0.9294542; 2
CLP; Clarks Point; Clarks Point; AK; USA; 58.842304; -158.54523; 0.17108288; 0.10660255; 2
CLS; Chehalis-Centralia; Chehalis; WA; USA; 46.67649; -122.979294; 0.17483397; 0.8777178; 2
CLT; Charlotte/Douglas International; Charlotte; NC; USA; 35.214012; -80.94312; 0.80817103; 0.41552478; 1
CLW; Clearwater Air Park; Clearwater; FL; USA; 27.976686; -82.75874; 0.79890996; 0.15585732; 2
CMA; Camarillo; Camarillo; CA; USA; 34.213757; -119.09433; 0.16577604; 0.42668343; 2
CMH; Port Columbus Intl; Columbus; OH; USA; 39.997986; -82.891884; 0.7619264; 0.5749678; 2
CMI; University of Illinois-Willard; Champaign/Urbana; IL; USA; 40.03925; -88.27805; 0.6773966; 0.56075704; 2
CMX; Houghton County Memorial; Hancock; MI; USA; 47.16842; -88.48906; 0.6623402; 0.81021994; 2
CMY; Sparta/Fort McCoy; Sparta; WI; USA; 43.958347; -90.7379; 0.6341617; 0.6943449; 2
CNC; Chariton Municipal; Chariton; IA; USA; 41.019623; -93.35968; 0.59682494; 0.5880344; 2
CNH; Claremont Municipal; Claremont; NH; USA; 43.370434; -72.368675; 0.9074063; 0.7440734; 2
CNK; Blosser Municipal; Concordia; KS; USA; 39.54925; -97.65231; 0.52953565; 0.5354799; 2
CNM; Cavern City Air Terminal; Carlsbad; NM; USA; 32.33747; -104.263275; 0.41161245; 0.29080695; 2
CNO; Chino; Chino; CA; USA; 33.974693; -117.63661; 0.1888209; 0.40868986; 2
CNP; Billy G Ray; Chappell; NE; USA; 41.077473; -102.46406; 0.4553971; 0.5948726; 2
CNU; Chanute Martin Johnson; Chanute; KS; USA; 37.668797; -95.48506; 0.56415665; 0.4686079; 2
CNW; TSTC-Waco; Waco; TX; USA; 31.63783; -97.07414; 0.53684044; 0.25578564; 2
CNY; Canyonlands; Moab; UT; USA; 38.754955; -109.754845; 0.33574522; 0.5338849; 2
COD; Yellowstone Regional; Cody; WY; USA; 44.520195; -109.023796; 0.3638482; 0.7326343; 2
COE; Coeur D'Alene Air Terminal; Coeur D'Alene; ID; USA; 47.774292; -116.819626; 0.2651285; 0.8780908; 2
COI; Merritt Island; Merritt Island; FL; USA; 28.341589; -80.6855; 0.83545953; 0.17807275; 2
COM; Coleman Municipal; Coleman; TX; USA; 31.841139; -99.40361; 0.49595726; 0.26456547; 2
CON; Concord Municipal; Concord; NH; USA; 43.202732; -71.50229; 0.9209098; 0.7438635; 2
COQ; Cloquet-Carlton County; Cloquet; MN; USA; 46.70017; -92.50553; 0.60574716; 0.7883324; 2
COS; City of Colorado Springs Muni; Colorado Springs; CO; USA; 38.805805; -104.70025; 0.41640392; 0.51955813; 2
COT; Cotulla-Lasalle County; Cotulla; TX; USA; 28.458256; -99.22016; 0.49679485; 0.14576507; 2
COU; Columbia Regional; Columbia; MO; USA; 38.818092; -92.21963; 0.6163811; 0.51126474; 2
CPC; Columbus County Municipal; Whiteville; NC; USA; 34.272873; -78.715; 0.8487035; 0.39352977; 2
CPK; Chesapeake Municipal; Norfolk; VA; USA; 36.66562; -76.32066; 0.8784214; 0.48959243; 2
CPM; Compton/Woodley; Compton; CA; USA; 33.890015; -118.24368; 0.17830007; 0.40978777; 2
CPR; Natrona County Intl; Casper; WY; USA; 42.908356; -106.46447; 0.39769483; 0.6684054; 2
CPS; St. Louis Downtown; Cahokia/St. Louis; IL; USA; 38.570724; -90.15622; 0.64975005; 0.505353; 2
CQA; Lakefield; Celina; OH; USA; 40.484085; -84.56011; 0.7346014; 0.58631396; 2
CQB; Chandler Municipal; Chandler; OK; USA; 35.723816; -96.820274; 0.5420517; 0.3998716; 2
CQX; Chatham Municipal; Chatham; MA; USA; 41.6884; -69.989525; 0.95147026; 0.7025429; 2
CRC; Circle City; Circle; AK; USA; 65.83049; -144.0758; 0.21761526; 0.19524735; 2
CRE; Grand Strand; North Myrtle Beach; SC; USA; 33.81175; -78.723946; 0.8502991; 0.37747198; 2
CRG; Craig Municipal; Jacksonville; FL; USA; 30.336334; -81.51444; 0.8141493; 0.24312377; 2
CRO; Corcoran; Corcoran; CA; USA; 36.10245; -119.59485; 0.16722496; 0.49488318; 2
CRP; Corpus Christi International; Corpus Christi; TX; USA; 27.77036; -97.50121; 0.5280457; 0.12042701; 2
CRQ; McClellan-Palomar; Carlsbad; CA; USA; 33.128223; -117.28022; 0.19082914; 0.37726784; 2
CRS; C Davis Campbell -Corsicana Muni; Corsicana; TX; USA; 32.02749; -96.39803; 0.5487877; 0.26934445; 2
CRT; Crossett Municipal; Crossett; AR; USA; 33.178333; -91.88019; 0.62694484; 0.31247467; 2
CRW; Yeager; Charleston; WV; USA; 38.37315; -81.59319; 0.7873503; 0.5231359; 2
CRX; Roscoe Turner; Corinth; MS; USA; 34.914967; -88.603485; 0.6806397; 0.3793776; 2
CSB; Cambridge Municipal; Cambridge; NE; USA; 40.306583; -100.16209; 0.49040428; 0.5642873; 2
CSG; Columbus Metropolitan; Columbus; GA; USA; 32.516335; -84.93886; 0.7481053; 0.30542624; 2
CSM; Clinton-Sherman; Clinton; OK; USA; 35.33984; -99.2005; 0.5019903; 0.38772416; 2
CSQ; Creston Municipal; Creston; IA; USA; 41.02146; -94.36332; 0.5812195; 0.58750725; 2
CSV; Crossville Memorial; Crossville; TN; USA; 35.95129; -85.08498; 0.737332; 0.4254098; 2
CTB; Cut Bank Muni; Cut Bank; MT; USA; 48.608353; -112.376144; 0.32940406; 0.8861282; 2
CTJ; West Georgia Regional; Carrollton; GA; USA; 33.631027; -85.15203; 0.74175936; 0.34375638; 2
CTK; Ingersoll; Canton; IL; USA; 40.569096; -90.07484; 0.6484453; 0.57602465; 2
CTY; Cross City; Cross City; FL; USA; 29.635529; -83.10475; 0.78794; 0.21187872; 2
CTZ; Sampson County; Clinton; NC; USA; 34.975613; -78.36462; 0.8518571; 0.41976672; 2
CUB; Columbia Owens Downtown; Columbia; SC; USA; 33.97047; -80.99525; 0.8114011; 0.37191188; 2
CUH; Cushing Municipal; Cushing; OK; USA; 35.949924; -96.773056; 0.5428798; 0.4078551; 2
CUL; Carmi Municipal; Carmi; IL; USA; 38.089478; -88.12306; 0.6832192; 0.49236238; 2
CUT; Custer County; Custer; SD; USA; 43.733315; -103.61769; 0.4419674; 0.69046175; 2
CVG; Cincinnati Northern Kentucky Intl; Covington; KY; USA; 39.046143; -84.66217; 0.7366032; 0.53550434; 1
CVK; Sharp County Regional; Ash Flat; AR; USA; 36.26487; -91.56264; 0.6294087; 0.421803; 2
CVN; Clovis Municipal; Clovis; NM; USA; 34.42514; -103.07928; 0.43547702; 0.36143404; 2
CVO; Corvallis Muni; Corvallis; OR; USA; 44.497192; -123.28983; 0.15774657; 0.80662066; 2
CVX; Charlevoix Municipal; Charlevoix; MI; USA; 45.30478; -85.27478; 0.71213514; 0.7528534; 2
CWA; Central Wisconsin; Mosinee; WI; USA; 44.77762; -89.66678; 0.6489605; 0.7247081; 2
CWF; Chennault International; Lake Charles; LA; USA; 30.210592; -93.14319; 0.60699373; 0.20675147; 2
CWI; Clinton Municipal; Clinton; IA; USA; 41.831112; -90.32913; 0.6428959; 0.6201116; 2
CWV; Claxton-Evans County; Claxton; GA; USA; 32.195057; -81.86955; 0.80212; 0.306149; 2
CXC; Chitina; Chitina; AK; USA; 61.58286; -144.4271; 0.22102416; 0.14335716; 2
CXE; Chase City Municipal; Chase City; VA; USA; 36.788334; -78.50156; 0.84262365; 0.4820618; 2
CXF; Coldfoot; Coldfoot; AK; USA; 67.25163; -150.20657; 0.19884051; 0.20940876; 2
CXL; Calexico International; Calexico; CA; USA; 32.669502; -115.51333; 0.21872753; 0.35046655; 2
CXO; Montgomery County; Conroe; TX; USA; 30.351833; -95.41447; 0.5662502; 0.2104649; 2
CXP; Carson; Carson City; NV; USA; 39.19223; -119.73436; 0.18099964; 0.60176396; 2
CXU; Camilla-Mitchell County; Camilla; GA; USA; 31.212917; -84.23681; 0.7636121; 0.2623707; 2
CXY; Capital City; Harrisburg; PA; USA; 40.21714; -76.85147; 0.85492486; 0.6096872; 2
CYO; Pickaway County Memorial; Circleville; OH; USA; 39.516006; -82.982155; 0.76189613; 0.55775416; 2
CYS; Cheyenne; Cheyenne; WY; USA; 41.155724; -104.81184; 0.41918436; 0.60256195; 2
CYW; Clay Center Municipal; Clay Center; KS; USA; 39.38714; -97.15721; 0.5373539; 0.5295508; 2
CZD; Cozad Municipal; Cozad; NE; USA; 40.86911; -100.00422; 0.4933786; 0.583971; 2
CZG; Tri-Cities; Endicott; NY; USA; 42.078537; -76.09634; 0.8584449; 0.6780831; 2
CZL; Tom B David; Calhoun; GA; USA; 34.456783; -84.9395; 0.74337906; 0.37341958; 2
CZN; Chisana; Chisana; AK; USA; 62.07119; -142.04837; 0.22848336; 0.15150106; 2
CZT; Dimmit County; Carrizo Springs; TX; USA; 28.522251; -99.82363; 0.48580205; 0.14869058; 2
D04; Bowman Municipal; Bowman; ND; USA; 46.186993; -103.42808; 0.44878104; 0.7759046; 2
D05; Garrison Municipal; Garrison; ND; USA; 47.655945; -101.437225; 0.47915626; 0.82379055; 2
D07; Faith Municipal; Faith; SD; USA; 45.036095; -102.01988; 0.46751943; 0.73325515; 2
D09; Bottineau Municipal; Bottineau; ND; USA; 48.83039; -100.41714; 0.4946414; 0.863259; 2
D19; Quentin Aanenson; Luverne; MN; USA; 43.620804; -96.21864; 0.55249226; 0.6788168; 2
D22; Angola; Angola; NY; USA; 42.660103; -78.99116; 0.81276894; 0.6838414; 2
D25; Manitowish Waters; Manitowish Waters; WI; USA; 46.12197; -89.88233; 0.6439956; 0.7713678; 2
D38; Canandaiga; Canandaiga; NY; USA; 42.907185; -77.321625; 0.8366758; 0.70036197; 2
D42; Springfield Municipal; Springfield; MN; USA; 44.23107; -94.99893; 0.57062864; 0.70040584; 2
D50; Crosby Municipal; Crosby; ND; USA; 48.928516; -103.29725; 0.4550027; 0.8707855; 2
D55; Robertson; Langdon; ND; USA; 48.753017; -98.39333; 0.5225991; 0.8588883; 2
D57; Glen Ullin Municipal; Glen Ullin; ND; USA; 46.812782; -101.86015; 0.47213042; 0.79506207; 2
D60; Tioga Municipal; Tioga; ND; USA; 48.38053; -102.89799; 0.45968917; 0.8511512; 2
D73; Monroe-Walton County; Monroe; GA; USA; 33.781498; -83.69355; 0.76622707; 0.35415542; 2
D77; Lancaster; Lancaster; NY; USA; 42.92228; -78.61225; 0.8174336; 0.6946741; 2
D87; Harbor Springs; Harbor Springs; MI; USA; 45.425564; -84.91338; 0.7170883; 0.7580774; 2
D95; Dupont-Lapeer; Lapeer; MI; USA; 43.06703; -83.272446; 0.74739647; 0.6809739; 2
D98; Romeo; Romeo; MI; USA; 42.79699; -82.975266; 0.7526142; 0.6725694; 2
DAB; Daytona Beach International; Daytona Beach; FL; USA; 29.179916; -81.05805; 0.825989; 0.20520788; 2
DAG; Barstow-Daggett; Daggett; CA; USA; 34.853714; -116.78669; 0.20699543; 0.43357033; 2
DAL; Dallas Love; Dallas; TX; USA; 32.847115; -96.85177; 0.540985; 0.29830682; 2
DAN; Danville Regional; Danville; VA; USA; 36.57286; -79.33611; 0.8298753; 0.4704106; 2
DAW; Skyhaven; Rochester; NH; USA; 43.28406; -70.92925; 0.92881125; 0.75038236; 2
DAY; James M Cox Dayton Intl; Dayton; OH; USA; 39.902374; -84.219376; 0.74140924; 0.56700337; 2
DBN; "W. H. ""Bud"" Barron"; Dublin; GA; USA; 32.564457; -82.98525; 0.7817419; 0.3143562; 2
DBQ; Dubuque Municipal; Dubuque; IA; USA; 42.402958; -90.70917; 0.6363973; 0.6396883; 2
DCA; Ronald Reagan Washington National; Arlington; VA; USA; 38.852085; -77.03772; 0.85772985; 0.56138384; 1
DCK; Dahl Creek; Dahl Creek; AK; USA; 66.94334; -156.90468; 0.17980728; 0.20543694; 2
DCU; Pryor  Regional; Decatur; AL; USA; 34.652645; -86.945366; 0.70907897; 0.3742348; 2
DCY; Daviess County; Washington; IN; USA; 38.700424; -87.12973; 0.69805264; 0.5162705; 2
DDC; Dodge City Regional; Dodge City; KS; USA; 37.763123; -99.96542; 0.49126482; 0.4741757; 2
DDH; William H. Morse State; Bennington; VT; USA; 42.89133; -73.24641; 0.89697474; 0.72230375; 2
DEC; Decatur; Decatur; IL; USA; 39.834564; -88.86569; 0.6684808; 0.5523201; 2
DED; Deland Municipal-Taylor; Deland; FL; USA; 29.06698; -81.28394; 0.8222985; 0.20022708; 2
DEE; Deering; Deering; AK; USA; 66.06821; -162.7666; 0.16226617; 0.19731492; 2
DEH; Decorah Municipal; Decorah; IA; USA; 43.2755; -91.73937; 0.61989176; 0.66907775; 2
DEN; Denver Intl; Denver; CO; USA; 39.85841; -104.667; 0.4189462; 0.5565524; 1
DEQ; J Lynn Helms Sevier County; De Queen; AR; USA; 34.046997; -94.39937; 0.58312255; 0.3409139; 2
DET; Detroit City; Detroit; MI; USA; 42.409195; -83.009865; 0.75319964; 0.65890414; 2
DEW; Deer Park; Deer Park; WA; USA; 47.96664; -117.42667; 0.25768292; 0.8877828; 2
DFI; Defiance Memorial; Defiance; OH; USA; 41.3375; -84.4288; 0.7344717; 0.6166621; 2
DFW; Dallas-Fort Worth International; Dallas-Fort Worth; TX; USA; 32.89595; -97.0372; 0.53777814; 0.3000822; 1
DGW; Converse County; Douglas; WY; USA; 42.79725; -105.385735; 0.4137047; 0.66163975; 2
DHN; Dothan; Dothan; AL; USA; 31.321339; -85.44963; 0.7420253; 0.26191795; 2
DHT; Dalhart Municipal; Dalhart; TX; USA; 36.022587; -102.54728; 0.4468071; 0.41666532; 2
DIK; Dickinson Municipal; Dickinson; ND; USA; 46.79739; -102.801956; 0.4586875; 0.79603547; 2
DKB; Dekalb-Taylor Municipal; Dekalb; IL; USA; 41.93188; -88.7083; 0.6675936; 0.6265198; 2
DKK; Dunkirk Municipal; Dunkirk; NY; USA; 42.493336; -79.27204; 0.8091798; 0.6767825; 2
DKX; Knoxville Downtown Island; Knoxville; TN; USA; 35.963833; -83.87366; 0.7573441; 0.42996597; 2
DLG; Dillingham; Dillingham; AK; USA; 59.045414; -158.50334; 0.17134011; 0.10907823; 2
DLH; Duluth International; Duluth; MN; USA; 46.84209; -92.19365; 0.6100879; 0.79357064; 2
DLL; Baraboo - Wisconsin Dells; Baraboo; WI; USA; 43.521954; -89.770905; 0.64914536; 0.6804917; 2
DLN; Dillon; Dillon; MT; USA; 45.25536; -112.552505; 0.31497085; 0.77166945; 2
DLO; Delano Municipal; Delano; CA; USA; 35.74558; -119.2365; 0.17119497; 0.4801882; 2
DLS; Columbia Gorge Regional; The Dalles; OR; USA; 45.618546; -121.16734; 0.19405083; 0.8301679; 2
DLZ; Delaware Municipal; Delaware; OH; USA; 40.2797; -83.1148; 0.75764364; 0.5840281; 2
DM2; Diomede Heliport; Diomede; AK; USA; 65.75861; -168.95305; 0.14376585; 0.19909775; 2
DMN; Deming Municipal; Deming; NM; USA; 32.26231; -107.72064; 0.3513654; 0.29886222; 2
DMO; Sedalia Memorial; Sedalia; MO; USA; 38.70689; -93.17611; 0.60111964; 0.506434; 2
DMW; Carroll County; Westminster; MD; USA; 39.608276; -77.00767; 0.8550525; 0.5877609; 2
DNL; Daniel; Augusta; GA; USA; 33.466637; -82.03934; 0.7952898; 0.34975183; 2
DNN; Dalton Municipal; Dalton; GA; USA; 34.72175; -84.86911; 0.74391884; 0.38295013; 2
DNS; Denison Municipal; Denison; IA; USA; 41.98643; -95.38072; 0.5652666; 0.6212621; 2
DNV; Vermilion County; Danville; IL; USA; 40.199467; -87.595535; 0.6878234; 0.5679368; 2
